,restaurant,url,distance,star,num_reviews,city,price_range,category_1,category_2
1641,Yuugi Izakaya,https://www.doordash.com/store/963144/?pickup=false,1.0,4.8,510.0,Toronto,$$,Japanese,Sushi
1642,Imperfect fresh eats,https://www.doordash.com/store/1484354/?pickup=false,0.6,4.6,570.0,Toronto,$$,Smoothies,Acai Bowls
1643,PLANTA Queen,https://www.doordash.com/store/714658/?pickup=false,0.6,4.7,1200.0,Toronto,$,Japanese,Sushi
1644,Higher Bubble Tea,https://www.doordash.com/store/785738/?pickup=false,0.9,4.7,810.0,Toronto,$$,Chinese,Milk Tea
1645,El Trompo Taco Bar,https://www.doordash.com/store/30901/?pickup=false,1.2,4.5,1500.0,Toronto,$,Mexican,Tacos
1646,Krispy Kreme,https://www.doordash.com/store/30165/?pickup=false,1.0,4.7,860.0,Toronto,$,Donuts,
1647,Melt n Dip,https://www.doordash.com/store/881978/?pickup=false,0.9,4.4,620.0,Toronto,$$,Creperies,Cheesecake
1648,Fran's Restaurant,https://www.doordash.com/store/33655/?pickup=false,1.0,4.4,1100.0,Toronto,$$,American,Breakfast
1649,Spice & Aroma 食来食往自选骨汤麻辣烫,https://www.doordash.com/store/542420/?pickup=false,1.1,4.3,33.0,Toronto,$$,Chinese,Soup
1650,Yuzu No Hana,https://www.doordash.com/store/26683/?pickup=false,0.5,4.4,400.0,Toronto,$$$,Asian,Japanese
1651,The Burgernator,https://www.doordash.com/store/30233/?pickup=false,1.2,4.5,1900.0,Toronto,$$,Burgers,Milk Shakes
1652,Denny's,https://www.doordash.com/store/52372/?pickup=false,1.0,4.2,2900.0,Toronto,$$,American,Breakfast
1653,Wahlburgers,https://www.doordash.com/store/853071/?pickup=false,0.3,4.4,145.0,Toronto,$$,American,Alcohol
1654,Shawarma's King,https://www.doordash.com/store/714772/?pickup=false,0.4,4.2,34.0,Toronto,$$,Middle Eastern,Sandwiches
1655,Ajisen Ramen,https://www.doordash.com/store/37468/?pickup=false,1.0,4.5,1000.0,Toronto,$$,Asian Fusion,Japanese
1656,Urban Herbivore,https://www.doordash.com/store/35243/?pickup=false,1.2,4.8,401.0,Toronto,$$,Vegan,Soup
1657,New York Cheesecake,https://www.doordash.com/store/881971/?pickup=false,0.9,4.5,273.0,Toronto,$$,Dessert,Cakes
1658,The Dessert Kitchen,https://www.doordash.com/store/977123/?pickup=false,1.6,4.5,840.0,Toronto,$$,Snacks,Bubble Tea
1659,Impact Kitchen,https://www.doordash.com/store/864138/?pickup=false,0.5,4.7,268.0,Toronto,$$,Gluten-Free,Juice Bar
1660,Asian Gourmet Wok & Grill,https://www.doordash.com/store/780060/?pickup=false,1.1,4.7,900.0,Toronto,$$,Vegetarian Friendly,Vegetarian
1661,Hero Certified Burgers,https://www.doordash.com/store/1856154/?pickup=false,0.8,4.4,640.0,Toronto,$$,Burgers,Family Meals
1662,Papa Johns,https://www.doordash.com/store/1692780/?pickup=false,1.4,4.5,1300.0,Toronto,$$,Italian,Pizza
1663,Pizza Hut,https://www.doordash.com/store/1022853/?pickup=false,0.8,4.5,680.0,Toronto,$$,Delivery,Fries
1664,Dainties Macaron,https://www.doordash.com/store/974008/?pickup=false,0.8,4.9,96.0,Toronto,$$,Ice Cream,French Macarons
1665,Imm Thai Kitchen,https://www.doordash.com/store/542231/?pickup=false,1.6,4.6,1100.0,Toronto,$$,Thai,Curry
1666,Homemade Ramen 中国兰州牛肉拉面,https://www.doordash.com/store/44769/?pickup=false,0.8,4.6,720.0,Toronto,$,Chinese,Vegetarian
1667,Chin Chin Street Side Kitchen,https://www.doordash.com/store/537083/?pickup=false,0.2,4.2,211.0,Toronto,$$,Chinese,Dim Sum
1668,Yin Ji Chang Fen 银记肠粉,https://www.doordash.com/store/900252/?pickup=false,1.1,4.8,620.0,Toronto,$$,Chinese,Snacks
1669,Little India,https://www.doordash.com/store/26583/?pickup=false,0.6,4.5,1800.0,Toronto,$$,Indian,Appetizers
1670,Pig Out BBQ,https://www.doordash.com/store/26616/?pickup=false,1.6,4.6,2100.0,Toronto,$$,Barbecue,Sandwiches
1671,Cluck Clucks Chicken & Waffles,https://www.doordash.com/store/37849/?pickup=false,1.3,4.4,1100.0,Toronto,$$,American,Waffles
1672,Salus Fresh Foods,https://www.doordash.com/store/1006330/?pickup=false,0.4,4.7,87.0,Toronto,$$,American,Healthy
1673,Gabby's,https://www.doordash.com/store/359951/?pickup=false,0.3,4.1,60.0,Toronto,$$,Burgers,Sandwiches
1674,Fresh & Wild Food Restaurant,https://www.doordash.com/store/993863/?pickup=false,0.4,4.4,10.0,Toronto,$$,Waffles,Wraps
1675,Iruka Sushi,https://www.doordash.com/store/52430/?pickup=false,0.5,4.7,1100.0,Toronto,$$,Japanese,Sushi
1676,Dagu Rice Noodle 大鼓米线,https://www.doordash.com/store/314763/?pickup=false,1.0,4.6,670.0,Toronto,$$,Chinese,Snacks
1677,The Parlour,https://www.doordash.com/store/633065/?pickup=false,0.6,4.5,452.0,Toronto,$,Pizza,Gluten-Free
1678,Subway,https://www.doordash.com/store/180116/?pickup=false,0.2,4.5,256.0,Toronto,$,Build Your Own,Cookies
1679,Papa Spicy 刘公烤鱼-湘村发现DT店,https://www.doordash.com/store/820963/?pickup=false,1.0,4.6,560.0,Toronto,$$,Chinese,Dim Sum
1680,Hakata Ikkousha Ramen,https://www.doordash.com/store/872470/?pickup=false,0.6,4.7,325.0,Toronto,$$,Japanese,Ramen
1681,Gong Cha 贡茶,https://www.doordash.com/store/693911/?pickup=false,0.6,4.7,840.0,Toronto,$$,Chinese,Milk Tea
1682,Fresco's Fish & Chips,https://www.doordash.com/store/26533/?pickup=false,1.0,4.5,870.0,Toronto,$$,Sandwiches,Poutineries
1683,Lee Chen Asian Bistro 李泉居,https://www.doordash.com/store/359677/?pickup=false,0.4,4.6,850.0,Toronto,$$,Chinese,Seafood
1684,Jz's Pizza,https://www.doordash.com/store/359943/?pickup=false,0.2,4.5,236.0,Toronto,$$,Pizza,Italian
1685,Tacorrito,https://www.doordash.com/store/58145/?pickup=false,0.8,3.9,222.0,Toronto,$,Mexican,Fish & Chips
1686,Soup Nutsy,https://www.doordash.com/store/314293/?pickup=false,0.6,4.3,54.0,Toronto,$$,Healthy,Soup
1687,New Sky Restaurant 小沙田食家,https://www.doordash.com/store/30277/?pickup=false,1.1,4.4,3100.0,Toronto,$$,Chinese,Noodles
1688,T & C Restaurant,https://www.doordash.com/store/314263/?pickup=false,0.9,4.7,75.0,Toronto,$$,Vietnamese,Pho
1689,Green Box Express,https://www.doordash.com/store/973741/?pickup=false,0.6,4.7,890.0,Toronto,$$,Breakfast,Salads
1690,Monkey Sushi,https://www.doordash.com/store/1012681/?pickup=false,1.1,4.5,2400.0,Toronto,$$,Japanese,Sushi
1691,The Alley,https://www.doordash.com/store/896944/?pickup=false,1.7,4.7,1300.0,Toronto,$$,Milk Tea,Fruit Tea
1692,KILLER WINGS,https://www.doordash.com/store/23060596/?pickup=false,0.11,4.2,25.0,Toronto,$,Wings,Chicken
1693,'Ono Poké Bar,https://www.doordash.com/store/113689/?pickup=false,1.3,4.5,930.0,Toronto,$$,Poke,Seafood
1694,永合24小时 Yong He All Day Breakfast,https://www.doordash.com/store/1090065/?pickup=false,0.9,4.5,332.0,Toronto,$$,Chinese,Noodles
1695,Touhenboku Ramen Restaurant,https://www.doordash.com/store/106287/?pickup=false,0.6,4.5,1700.0,Toronto,$$,Takeout,Pickup
1696,Ramen Misoya,https://www.doordash.com/store/714194/?pickup=false,0.9,4.7,286.0,Toronto,$$,Japanese,Appetizers
1697,Gyugyuya,https://www.doordash.com/store/52406/?pickup=false,0.9,4.7,540.0,Toronto,$$,Eggs,Soup
1698,Me Va Me,https://www.doordash.com/store/1258808/?pickup=false,0.6,4.6,510.0,Toronto,$$,Salad,Greek
1699,Yang Tea Shop 泱,https://www.doordash.com/store/714889/?pickup=false,0.9,4.7,160.0,Toronto,$$,Milk Tea,Fruit Tea
1700,Khao Hakka Restaurant,https://www.doordash.com/store/742597/?pickup=false,1.2,4.3,600.0,Toronto,$$,Chinese,Chicken
1701,Bobo Bento Box,https://www.doordash.com/store/2866780/?pickup=false,0.4,5.0,16.0,Toronto,$$,Asian Fusion,Bento Box
1702,Yang's Braised Chicken Rice 杨铭宇黄焖鸡米饭,https://www.doordash.com/store/780154/?pickup=false,0.9,4.7,560.0,Toronto,$$,Chinese,Chicken
1703,EATBKK Thai Street food,https://www.doordash.com/store/719794/?pickup=false,0.8,4.7,1100.0,Toronto,$$,Thai,Vegan
1704,Ka Chi,https://www.doordash.com/store/30286/?pickup=false,0.9,4.6,910.0,Toronto,$$,Korean,Stew
1705,Tosto Quickfire Pizza Pasta,https://www.doordash.com/store/953892/?pickup=false,1.3,4.7,880.0,Toronto,$$,Italian,Pizza
1706,Pita Lite,https://www.doordash.com/store/853649/?pickup=false,0.8,4.4,176.0,Toronto,$$,Shawarma,Falafel
1707,Diyijia,https://www.doordash.com/store/314198/?pickup=false,1.5,4.8,299.0,Toronto,$$,Chicken,Szechuan
1708,Mi’hito Sushi Laboratory (285 College St),https://www.doordash.com/store/1012575/?pickup=false,1.2,4.8,146.0,Toronto,$$,Japanese,Sushi
1709,German Doner Kebab,https://www.doordash.com/store/2415314/?pickup=false,0.6,4.5,369.0,Toronto,$$,Mediterranean,Kebabs
1710,Bapbo Korean Restaurant,https://www.doordash.com/store/52323/?pickup=false,1.0,4.7,1000.0,Toronto,$$,Korean,Seafood
1711,Constantinople Grill,https://www.doordash.com/store/952061/?pickup=false,1.4,4.2,406.0,Toronto,$$,Salads,Wraps
1712,Kim Vietnamese Restaurant,https://www.doordash.com/store/52445/?pickup=false,0.9,4.6,120.0,Toronto,$,Noodles,Juice Bar
1713,Duff's Famous Wings,https://www.doordash.com/store/52375/?pickup=false,1.5,4.7,880.0,Toronto,$$,American,Burgers
1714,Canteen,https://www.doordash.com/store/1785768/?pickup=false,0.3,4.0,,Toronto,$$,American,Brunch
1715,Jack Astor's,https://www.doordash.com/store/37855/?pickup=false,0.4,4.5,690.0,Toronto,$$,Chicken,Burgers
1716,Pho Pasteur,https://www.doordash.com/store/1156627/?pickup=false,0.9,4.5,320.0,Toronto,$$,Family Meals,Dinner
1717,ZenQ,https://www.doordash.com/store/519576/?pickup=false,0.9,4.6,660.0,Toronto,$$,Taiwanese,Snacks
1718,Butter Chicken Roti,https://www.doordash.com/store/566062/?pickup=false,1.2,4.3,85.0,Toronto,$$,Chicken Wings,samosa
1719,Masala Guys,https://www.doordash.com/store/843562/?pickup=false,1.6,4.7,248.0,Toronto,$$,Indian,Vegetarian
1720,Alexandros,https://www.doordash.com/store/37535/?pickup=false,0.7,4.2,226.0,Toronto,$,Gyro,Burgers
1721,King Place,https://www.doordash.com/store/358906/?pickup=false,1.4,4.2,580.0,Toronto,$$,Indian,Chicken
1722,Ginger,https://www.doordash.com/store/37205/?pickup=false,1.7,4.6,1900.0,Toronto,$,Japanese,Sushi
1723,Fresh & Wild Food Market,https://www.doordash.com/convenience/store/993851/?pickup=false,0.4,4.5,51.0,Toronto,$$,Gluten-Free,Snacks
1724,CoCo Fresh Tea & Juice,https://www.doordash.com/store/894580/?pickup=false,0.6,4.8,590.0,Toronto,$$,Milk Tea,Bubble Tea
1725,Sushi Time Japanese Restaurant,https://www.doordash.com/store/708503/?pickup=false,0.5,4.5,170.0,Toronto,$$,Japanese,Sushi
1726,Kinton Ramen Canada,https://www.doordash.com/store/813206/?pickup=false,0.4,4.7,499.0,Toronto,$$,Ramen,Japanese
1727,Ichiban Sushi,https://www.doordash.com/store/542630/?pickup=false,0.8,4.4,191.0,Toronto,$$,Japanese,Sushi
1728,The Famous Owl of Minerva,https://www.doordash.com/store/52597/?pickup=false,0.9,4.5,2100.0,Toronto,$,Korean,Snacks
1729,Chatime,https://www.doordash.com/store/924076/?pickup=false,0.6,4.7,700.0,Toronto,$$,Bubble Tea,Taiwanese
1730,Panago Pizza,https://www.doordash.com/store/1215803/?pickup=false,0.3,4.6,137.0,Toronto,$$,Pizza,Salads
1731,Angithi Biryani & Wraps,https://www.doordash.com/store/967812/?pickup=false,0.2,4.1,291.0,Toronto,$$,Pakistani,Curry
1732,Via Cibo,https://www.doordash.com/store/1683719/?pickup=false,0.11,4.4,184.0,Toronto,$,Italian,Sandwiches
1733,Koh Samui Thai Kitchen,https://www.doordash.com/store/2650418/?pickup=false,0.9,4.8,236.0,Toronto,$$,Asian Fusion,Thai
1734,Gotcha Bubble Tea,https://www.doordash.com/store/970489/?pickup=false,1.1,4.6,445.0,Toronto,$$,Bubble Tea,Milk Tea
1735,Chili's Grill,https://www.doordash.com/store/23060592/?pickup=false,0.11,4.5,24.0,Toronto,$,American,Burgers
1736,Fat Bastard Burrito,https://www.doordash.com/store/735038/?pickup=false,0.2,4.5,204.0,Toronto,$$,Mexican,Vegetarian
1737,Dumpling House (Spadina/Dundas) 饺子楼,https://www.doordash.com/store/542389/?pickup=false,1.0,4.7,222.0,Toronto,$$,Chinese,Dumplings
1738,Swiss Chalet,https://www.doordash.com/store/33660/?pickup=false,0.2,4.5,1000.0,Toronto,$$,Chicken,Barbecue
1739,Chop Chop,https://www.doordash.com/store/178962/?pickup=false,1.1,4.7,500.0,Toronto,$$,Chinese,Alcohol
1740,Cibo Wine Bar,https://www.doordash.com/store/921822/?pickup=false,0.5,4.5,670.0,Toronto,$$,Italian,Pizza
1741,PLANTA Burger Financial District,https://www.doordash.com/store/542329/?pickup=false,0.8,4.4,890.0,Toronto,$,Burgers,Salads
1742,Liberty Eats,https://www.doordash.com/store/1260846/?pickup=false,1.6,4.7,580.0,Toronto,$$,Burgers,Sandwiches
1743,Aanch,https://www.doordash.com/store/99521/?pickup=false,0.2,4.3,610.0,Toronto,$$,Chicken,Takeout
1744,Lebanon Express,https://www.doordash.com/store/52458/?pickup=false,1.4,4.4,810.0,Toronto,$,Salads,Wraps
1745,Rasta Pasta,https://www.doordash.com/store/26625/?pickup=false,1.0,4.6,115.0,Toronto,$$,Italian,Roti
1746,Harry's Charbroiled,https://www.doordash.com/store/1333954/?pickup=false,1.4,4.8,980.0,Toronto,$$,Burgers,Beer
1747,KOS Restaurant,https://www.doordash.com/store/30291/?pickup=false,1.2,4.4,448.0,Toronto,$,Breakfast,Sandwiches
1748,The Blake House,https://www.doordash.com/store/68873/?pickup=false,1.7,4.7,344.0,Toronto,$$,Dessert,Salads
1749,Aroma Fine Indian Cuisine,https://www.doordash.com/store/52315/?pickup=false,0.3,4.5,1000.0,Toronto,$$,Indian,Vegetarian
1750,Gb Hand Pulled Noodle,https://www.doordash.com/store/692269/?pickup=false,1.1,4.7,218.0,Toronto,$$,Chinese,Noodles
1751,Roti Mahal Indian Cuisine,https://www.doordash.com/store/1126431/?pickup=false,0.8,4.7,520.0,Toronto,$$,Indian,Vegetarian
1752,BIWON Korean Restaurant,https://www.doordash.com/store/314517/?pickup=false,0.9,4.5,1400.0,Toronto,$$,Korean,Bibimpap
1753,Fugo Desserts,https://www.doordash.com/store/314574/?pickup=false,0.6,4.6,650.0,Toronto,$$,Dessert,Cookies
1754,T-Swirl Crepe,https://www.doordash.com/store/652842/?pickup=false,1.5,4.6,185.0,Toronto,$$,Creperies,Fruit Tea
1755,Levetto,https://www.doordash.com/store/582872/?pickup=false,1.6,4.6,690.0,Toronto,$$,Pizza,Salads
1756,Indian Biriyani House,https://www.doordash.com/store/103800/?pickup=false,0.9,3.9,1600.0,Toronto,$,Indian,Biryani
1757,Big Smoke Burger,https://www.doordash.com/store/26503/?pickup=false,0.5,4.3,1400.0,Toronto,$,Burgers,Sandwiches
1758,Szechuan Boiling House,https://www.doordash.com/store/714976/?pickup=false,1.0,4.5,79.0,Toronto,$$,Chinese,Beer
1759,King's Noodle Restaurant 富豪面家,https://www.doordash.com/store/1008514/?pickup=false,0.9,4.6,439.0,Toronto,$$,Chinese,Noodles
1760,Harvey's,https://www.doordash.com/store/812970/?pickup=false,0.2,4.1,510.0,Toronto,$,Chicken,Sandwiches
1761,Hakata Chicken Ramen,https://www.doordash.com/store/872725/?pickup=false,0.6,4.7,232.0,Toronto,$$,Ramen,Japanese
1762,Menchie's Frozen Yogurt,https://www.doordash.com/store/911675/?pickup=false,1.6,,,Toronto,$$,dessert,
1763,Nuida Noodle,https://www.doordash.com/store/1415338/?pickup=false,0.6,4.8,28.0,Toronto,$$,Noodles,Chinese
1764,Sizzler Kabab,https://www.doordash.com/store/468280/?pickup=false,0.8,4.4,620.0,Toronto,$$,Indian,Kebabs
1765,Golden Diner Family Restaurant,https://www.doordash.com/store/359100/?pickup=false,1.5,4.6,540.0,Toronto,$$,Breakfast,Sandwiches
1766,Pi Co.,https://www.doordash.com/store/180405/?pickup=false,0.5,4.5,485.0,Toronto,$$,Pizza,Wood Fire Pizza
1767,Dzo Viet Eatery,https://www.doordash.com/store/359981/?pickup=false,0.9,4.5,237.0,Toronto,$$,Vietnamese,Street Food
1768,Bun Saigon Vietnamese Restaurant,https://www.doordash.com/store/30322/?pickup=false,0.8,4.5,353.0,Toronto,$$,Vegetarian,Noodles
1769,Shawarma west,https://www.doordash.com/store/2606408/?pickup=false,1.1,4.1,58.0,Toronto,$$,Shawarma,Poutineries
1770,UT Sushi,https://www.doordash.com/store/549174/?pickup=false,1.2,4.2,63.0,Toronto,$$,Japanese,Sushi
1771,Thai On Yonge,https://www.doordash.com/store/37282/?pickup=false,1.2,4.5,960.0,Toronto,$$,Thai,Noodles
1772,Urawa Sushi,https://www.doordash.com/store/32981/?pickup=false,0.4,4.4,190.0,Toronto,$$,Japanese,Sushi
1773,Burrito Boyz,https://www.doordash.com/store/32904/?pickup=false,0.5,4.6,510.0,Toronto,$$,Gluten-Free,Nachos
1774,A&W Canada,https://www.doordash.com/store/693750/?pickup=false,0.3,4.1,780.0,Toronto,$,Canadian,Breakfast
1775,z-teca Mexican Eatery,https://www.doordash.com/store/534763/?pickup=false,0.7,4.4,47.0,Toronto,$,Mexican,Tacos
1776,Bone Soup Malatang 骨汤麻辣烫,https://www.doordash.com/store/844018/?pickup=false,1.5,4.4,69.0,Toronto,$$,Chinese,Seafood
1777,Magic Noodle 大槐树,https://www.doordash.com/store/287655/?pickup=false,1.6,4.5,1300.0,Toronto,$$,Chinese,Noodles
1778,Mr. Fried Rice,https://www.doordash.com/store/960958/?pickup=false,1.0,3.8,103.0,Toronto,$$,Chinese,Snacks
1779,Tiee Express,https://www.doordash.com/convenience/store/978766/?pickup=false,0.3,4.7,154.0,Toronto,$$,Bakery,Convenience
1780,Curry Kitchen Plus Falafel House,https://www.doordash.com/store/690897/?pickup=false,1.2,4.3,97.0,Toronto,$$,Indian,Wraps
1781,Shi Miaodao Yunnan Rice Noodle,https://www.doordash.com/store/640483/?pickup=false,0.9,4.8,237.0,Toronto,$,Chinese,Noodles
1782,Greenhouse,https://www.doordash.com/store/714413/?pickup=false,1.1,4.4,63.0,Toronto,$$,brownies,Donuts
1783,初次见面 Ramen Station,https://www.doordash.com/store/23234945/?pickup=false,1.1,,,Toronto,$$,Asian,Ramen
1784,Mogouyan Hand Pulled Noodle,https://www.doordash.com/store/1050255/?pickup=false,1.0,4.6,158.0,Toronto,$$,Chinese,Noodles
1785,Village Genius Pub & Grill,https://www.doordash.com/store/777277/?pickup=false,0.9,4.3,28.0,Toronto,$$,Pubs,Burgers
1786,La Diperie,https://www.doordash.com/store/1150729/?pickup=false,0.2,4.6,198.0,Toronto,$$,Ice Cream,Cakes
1787,Cuppa Tea,https://www.doordash.com/store/714348/?pickup=false,1.4,4.8,138.0,Toronto,$$,Waffles,Milk Tea
1788,Tasty’s Caribbean Restaurant,https://www.doordash.com/store/314376/?pickup=false,1.2,4.5,489.0,Toronto,$$,Caribbean,Vegetarian
1789,Pastucci's,https://www.doordash.com/store/2388832/?pickup=false,1.0,4.4,69.0,Toronto,$$,Italian,Dessert
1790,Daily Press Juicery,https://www.doordash.com/store/1556303/?pickup=false,0.6,4.8,48.0,Toronto,$$,Healthy,Juice Bar
1791,Ueno market,https://www.doordash.com/store/967515/?pickup=false,1.3,4.9,21.0,Toronto,$$,Japanese,Sushi
1792,Ozzy's Burgers,https://www.doordash.com/store/314607/?pickup=false,1.1,4.5,630.0,Toronto,$$,Burgers,Chicken
1793,Ka Chi,https://www.doordash.com/store/30149/?pickup=false,1.0,4.3,930.0,Toronto,$$,Korean,Sushi
1794,New Chamsine,https://www.doordash.com/store/2343361/?pickup=false,1.3,4.3,82.0,Toronto,$$,Shawarma,Salads
1795,Tabouli,https://www.doordash.com/store/314442/?pickup=false,0.2,4.0,22.0,Toronto,$$,Middle Eastern,Salads
1796,Pico De Gallo,https://www.doordash.com/store/136679/?pickup=false,1.1,4.4,288.0,Toronto,$$,Mexican,Tacos
1797,Aji Sai Japanese Restaurant,https://www.doordash.com/store/30212/?pickup=false,0.6,4.5,222.0,Toronto,$$,Japanese,Sushi
1798,WVRST,https://www.doordash.com/store/1127205/?pickup=false,0.4,4.4,35.0,Toronto,$$,German,Sausage
1799,Mexican Bowl,https://www.doordash.com/store/1925037/?pickup=false,0.8,4.0,37.0,Toronto,$$,Mexican,Burritos
1800,Dumpling & More 味多多麻辣烫&饺子馆,https://www.doordash.com/store/178978/?pickup=false,0.9,4.3,78.0,Toronto,$$,Chinese,Dumplings
1801,T.O.'S Kathi Roll Eatery,https://www.doordash.com/store/2692248/?pickup=false,0.6,4.1,73.0,Toronto,$$,Indian,Tikka
1802,Winner BBQ Chinese Cuisine 贼好吃的烤肉饭,https://www.doordash.com/store/823375/?pickup=false,1.3,4.6,447.0,Toronto,$$,Chinese,Barbecue
1803,Indian Roti House,https://www.doordash.com/store/152626/?pickup=false,0.2,4.4,1300.0,Toronto,$$,Indian,Vegetarian
1804,Ali Baba's Middle Eastern Cuisine,https://www.doordash.com/store/34715/?pickup=false,0.9,4.0,283.0,Toronto,$,Middle Eastern,Wraps
1805,Smoke's Poutinerie,https://www.doordash.com/store/26842/?pickup=false,0.5,4.5,650.0,Toronto,$$,Pork,Boneless Wings
1806,Duke Of Cornwall,https://www.doordash.com/store/714374/?pickup=false,0.8,4.0,,Toronto,$$,Burgers,Dessert
1807,Hair of the Dog,https://www.doordash.com/store/30214/?pickup=false,1.5,4.5,137.0,Toronto,$$,Breakfast,Brunch
1808,King's Café,https://www.doordash.com/store/52448/?pickup=false,1.1,4.8,1000.0,Toronto,$$,Dim Sum,Appetizers
1809,Java House,https://www.doordash.com/store/541816/?pickup=false,0.7,4.3,33.0,Toronto,$$,Breakfast,Sandwiches
1810,Matt's Burger Lab,https://www.doordash.com/store/2364318/?pickup=false,0.4,4.4,51.0,Toronto,$$,Burgers,Chicken
1811,NORD LYON,https://www.doordash.com/store/1357970/?pickup=false,0.9,4.6,86.0,Toronto,$$,Bakery,Pastries
1812,Isabella's Boutique Mochi Donuts,https://www.doordash.com/store/2370401/?pickup=false,0.6,4.8,43.0,Toronto,$$,Donuts,Sweets
1813,Mr. Pizza,https://www.doordash.com/store/70687/?pickup=false,0.7,4.6,169.0,Toronto,$$,Italian,Pizza
1814,Loaded Pierogi,https://www.doordash.com/store/873622/?pickup=false,0.4,4.6,51.0,Toronto,$$,Salads,Beer
1815,Artisan Plus 老碗面坊,https://www.doordash.com/store/813580/?pickup=false,1.0,4.7,171.0,Toronto,$$,Chinese,
1816,Wild Wing,https://www.doordash.com/store/813546/?pickup=false,0.3,4.5,222.0,Toronto,$,Fast Food,Chicken Wings
1817,Burrito Bandidos,https://www.doordash.com/store/49365/?pickup=false,1.5,4.5,257.0,Toronto,$$,Mexican,Burritos
1818,Midori Ramen,https://www.doordash.com/store/1332316/?pickup=false,0.6,4.8,67.0,Toronto,$$,Ramen,Rice Bowl
